/vO X,/vO YRe,/vO YReImag
10,-179.1429083388296,8.756672302969781
10.023052380779,-179.123963014901,8.763591888429358
10.04615790278395,-179.1049878331106,8.770475886015031
10.06931668851804,-179.0859829245021,8.777324138756761
10.09252886076684,-179.0669484211618,8.784136490198561
10.11579454259898,-179.0478844562158,8.790912784406519
10.13911385736679,-179.0287911638287,8.797652865976914
10.16248692870695,-179.0096686792012,8.80435658004423
10.18591388054116,-178.9905171385676,8.811023772289241
10.2093948370768,-178.9713366791938,8.817654288947054
10.23292992280754,-178.9521274393744,8.824247976815144
10.25651926251407,-178.9328895584311,8.830804683261427
10.28016298126473,-178.9136231767095,8.837324256232268
10.30386120441615,-178.8943284355767,8.843806544260525
10.32761405761397,-178.8750054774183,8.850251396473546
10.35142166679343,-178.8556544456363,8.85665866260122
10.37528415818012,-178.8362754846459,8.863028192983956
10.39920165829058,-178.8168687398724,8.869359838580676
10.42317429393303,-178.7974343577487,8.875653450976806
10.44720219220799,-178.7779724857117,8.881908882392237
10.47128548050899,-178.7584832722,8.888125985689294
10.49542428652321,-178.7389668666497,8.894304614380692
10.51961873823222,-178.719423419492,8.900444622637425
10.54386896391258,-178.6998530821495,8.906545865296748
10.56817509213657,-178.6802560070327,8.912608197870023
10.59253725177288,-178.6606323475367,8.91863147655064
10.61695557198724,-178.6409822580377,8.924615558221873
10.64143018224315,-178.6213058938891,8.930560300464752
10.66596121230257,-178.6016034114182,8.936465561565861
10.69054879222657,-178.5818749679221,8.942331200525189
10.71519305237605,-178.5621207216641,8.948157077063922
10.73989412341243,-178.5423408318696,8.953943051632203
10.76465213629833,-178.522535458722,8.959688985416891
10.78946722229827,-178.5027047633593,8.965394740349311
10.81433951297936,-178.4828489078691,8.971060179112946
10.83926914021202,-178.4629680552849,8.97668516515113
10.86425623617064,-178.4430623695821,8.982269562674722
10.88930093333432,-178.4231320156727,8.987813236669721
10.91440336448755,-178.4031771594019,8.993316052904897
10.93956366272092,-178.3831979675432,8.998777877939379
10.96478196143183,-178.3631946077935,9.004198579130184
10.99005839432519,-178.3431672487693,9.009578024639799
11.01539309541413,-178.3231160600012,9.014916083443632
11.04078619902071,-178.3030412119293,9.020212625337512
11.06623783977664,-178.2829428758989,9.025467520945131
11.09174815262399,-178.262821224155,9.03068064172545
11.11731727281589,-178.2426764298374,9.035851859980069
11.14294533591727,-178.222508666976,9.040981048860596
11.16863247780558,-178.202318110485,9.046068082375943
11.19437883467149,-178.1821049361587,9.051112835399609
11.22018454301961,-178.1618693206653,9.056115183676937
11.24604973966924,-178.141611441542,9.061075003832309
11.27197456175507,-178.1213314771895,9.065992173376324
11.29795914672795,-178.101029606867,9.070866570712935
11.32400363235554,-178.0807060106856,9.075698075146557
11.35010815672312,-178.0603608696038,9.08048656688911
11.37627285823427,-178.0399943654211,9.085231927067047
11.40249787561165,-178.0196066807727,9.089934037728343
11.42878334789768,-177.9991979991235,9.094592781849423
11.45512941445532,-177.9787685047621,9.099208043342076
11.48153621496879,-177.958318382795,9.103779707060289
11.50800388944432,-177.9378478191409,9.10830765880708
11.53453257821089,-177.9173570005239,9.112791785341267
11.56112242192095,-177.896846114468,9.117231974384184
11.58777356155122,-177.8763153492908,9.121628114626366
11.61448613840339,-177.8557648940966,9.125980095734192
11.64126029410487,-177.8351949387712,9.130287808356453
11.66809617060958,-177.8146056739746,9.13455114413093
11.69499391019867,-177.7939972911346,9.138769995690829
11.72195365548126,-177.7733699824407,9.142944256671299
11.74897554939525,-177.7527239408373,9.147073821715761
11.77605973520803,-177.732059360017,9.151158586482296
11.80320635651725,-177.7113764344141,9.155198447649916
11.8304155572516,-177.6906753591973,9.159193302924823
11.85768748167155,-177.6699563302634,9.163143051046589
11.88502227437014,-177.6492195442303,9.167047591794304
11.9124200802737,-177.6284651984298,9.170906825992647
11.93988104464268,-177.6076934909011,9.174720655517937
11.96740531307239,-177.5869046203829,9.178488983304087
11.99499303149374,-177.5660987863072,9.18221171334854
12.02264434617408,-177.5452761887911,9.18588875071813
12.05035940371792,-177.5244370286306,9.189520001554881
12.07813835106775,-177.5035815072928,9.193105373081774
12.10598133550477,-177.482709826908,9.19664477360841
12.13388850464972,-177.4618221902633,9.200138112536692
12.16186000646363,-177.4409188007943,9.203585300366345
12.18989598924861,-177.4199998625783,9.206986248700471
12.21799660164866,-177.3990655803259,9.210340870250958
12.24616199265043,-177.3781161593739,9.213649078843947
12.27439231158401,-177.3571518056774,9.216910789425064
12.30268770812376,-177.3361727258025,9.220125918064797
12.33104833228903,-177.3151791269177,9.223294381963589
12.35947433444504,-177.2941712167864,9.226416099457067
12.38796586530363,-177.2731492037596,9.229490990021086
12.41652307592405,-177.252113296767,9.232518974276728
12.44514611771379,-177.2310637053093,9.235499973995273
12.47383514242937,-177.2100006394507,9.238433912103075
12.50259030217714,-177.1889243098101,9.241320712686361
12.5314117494141,-177.1678349275532,9.244160300996001
12.56029963694868,-177.1467327043843,9.246952603452174
12.58925411794161,-177.1256178525381,9.249697547648976
12.61827534590664,-177.1044905847717,9.252395062358993
12.64736347471145,-177.0833511143553,9.255045077537728
12.67651865857839,-177.062199655065,9.257647524328046
12.70574105208535,-177.0410364211735,9.260202335064484
12.73503081016655,-177.0198616274424,9.262709443277537
12.76438808811337,-176.9986754891127,9.265168783697822
12.79381304157518,-176.9774782218974,9.267580292260224
12.82330582656014,-176.9562700419718,9.269943906107935
12.85286659943608,-176.9350511659658,9.272259563596421
12.88249551693127,-176.9138218109545,9.274527204297348
12.91219273613527,-176.8925821944501,9.276746769002377
12.94195841449979,-176.8713325343926,9.278918199726961
12.97179270983948,-176.8500730491413,9.281041439713986
13.00169578033283,-176.828803957466,9.283116433437408
13.03166778452292,-176.8075254785382,9.285143126605764
13.06170888131834,-176.7862378319218,9.287121466165628
13.09181922999399,-176.7649412375645,9.289051400305013
13.12199899019195,-176.743635915789,9.290932878456633
13.1522483219223,-176.7223220872836,9.292765851301169
13.18256738556399,-176.7009999730932,9.294550270770388
13.21295634186567,-176.6796697946107,9.29628609005024
13.24341535194656,-176.6583317735675,9.297973263583817
13.27394457729731,-176.6369861320242,9.299611747074291
13.30454417978082,-176.615633092362,9.301201497487739
13.33521432163315,-176.5942728772732,9.302742473055918
13.36595516546433,-176.5729057097517,9.304234633278915
13.39676687425926,-176.5515318130846,9.305677938927756
13.42764961137855,-176.5301514108419,9.30707235204693
13.45860354055939,-176.5087647268681,9.308417835956812
13.48962882591644,-176.4873719852722,9.309714355256034
13.52072563194268,-176.465973410419,9.310961875823745
13.55189412351027,-176.4445692269192,9.312160364821812
13.58313446587145,-176.4231596596202,9.313309790696945
13.6144468246594,-176.4017449335969,9.314410123182697
13.64583136588915,-176.380325274142,9.315461333301451
13.67728825595839,-176.3589009067568,9.316463393366261
13.70881766164844,-176.3374720571413,9.317416276982634
13.74041975012505,-176.3160389511852,9.31831995905026
13.77209468893936,-176.2946018149585,9.319174415764595
13.80384264602874,-176.2731608747012,9.31997962461843
13.8356637897177,-176.2517163568147,9.320735564403316
13.86755828871878,-176.2302684878516,9.321442215210954
13.89952631213343,-176.2088174945064,9.322099558434473
